Energy[keV], HPGe
1062, 0.12121828438035089
1063, 0.12114750145818895
1064, 0.12107682587574027
1065, 0.1210062573094363
1066, 0.12093579543700593
1067, 0.12086543993747118
1068, 0.12079519049114026
1069, 0.12072504677960129
1070, 0.12065500848571681
1071, 0.12058507529361794
1072, 0.12051524688869782
1073, 0.1204455229576061
1074, 0.1203759031882434
1075, 0.1203063872697548
1076, 0.12023697489252425
1077, 0.12016766574816923
1078, 0.12009845952953442
1079, 0.12002935593068614
1080, 0.11996035464690732
1081, 0.11989145537469052
1082, 0.11982265781173371
1083, 0.11975396165693358
1084, 0.11968536661038082
1085, 0.11961687237335404
1086, 0.11954847864831422
1087, 0.11948018513889995
1088, 0.11941199154992094
1089, 0.11934389758735331
1090, 0.11927590295833457
1091, 0.11920800737115661
1092, 0.11914021053526244
1093, 0.11907251216123967
1094, 0.11900491196081515
1095, 0.11893740964685041
1096, 0.11887000493333592
1097, 0.11880269753538622
1098, 0.1187354871692343
1099, 0.11866837355222701
1100, 0.11860135640281959
1101, 0.11853443544057056
1102, 0.1184676103861369
1103, 0.11840088096126909
1104, 0.11833424688880545
1105, 0.11826770789266795
1106, 0.11820126369785676
1107, 0.11813491403044554
1108, 0.11806865861757658
1109, 0.11800249718745566
1110, 0.11793642946934738
1111, 0.11787045519357017
1112, 0.11780457409149198
1113, 0.11773878589552494
1114, 0.11767309033912059
1115, 0.11760748715676596
1116, 0.11754197608397754
1117, 0.11747655685729787
1118, 0.11741122921429013
1119, 0.11734599289353397
1120, 0.11728084763462021
1121, 0.11721579317814718
1122, 0.11715082926571538
1123, 0.11708595563992355
1124, 0.11702117204436345
1125, 0.11695647822361614
1126, 0.11689187392324701
1127, 0.11682735888980159
1128, 0.11676293287080082
1129, 0.11669859561473675
1130, 0.11663434687106902
1131, 0.11657018639021868
1132, 0.11650611392356557
1133, 0.11644212922344348
1134, 0.11637823204313537
1135, 0.11631442213686961
1136, 0.11625069925981586
1137, 0.1161870631680802
1138, 0.1161235136187018
1139, 0.11606005036964769
1140, 0.11599667317980968
1141, 0.1159333818089997
1142, 0.11587017601794541
1143, 0.11580705556828676
1144, 0.11574402022257138
1145, 0.11568106974425073
1146, 0.11561820389767621
1147, 0.11555542244809468
1148, 0.11549272516164534
1149, 0.11543011180535451
1150, 0.1153675821471329
1151, 0.11530513595577092
1152, 0.11524277300093516
1153, 0.11518049305316423
1154, 0.11511829588386499
1155, 0.11505618126530887
1156, 0.11499414897062751
1157, 0.11493219877380989
1158, 0.11487033044969758
